OrderID,ProductID,ProductName,Category,Price,Quantity,Date
12776,71,Product_71,Books,96.9,5,2023-03-17
12777,59,Product_59,Books,110.14,4,2023-06-28
12778,6,Product_6,Books,22.56,1,2023-06-28
12779,85,Product_85,Electronics,23.27,3,2023-08-21
12780,86,Product_86,Electronics,19.85,3,2023-03-26
12781,81,Product_81,Electronics,167.31,2,2023-02-25
12782,9,Product_9,Clothing,69.34,3,2023-04-25
12783,48,Product_48,Clothing,126.16,4,2023-01-31
12784,3,Product_3,Clothing,18.94,1,2023-09-27
12785,80,Product_80,Clothing,186.9,1,2023-10-04
12786,24,Product_24,Clothing,68.46,1,2023-04-18
12787,47,Product_47,Clothing,54.8,1,2023-01-05
12788,80,Product_80,Electronics,186.9,1,2023-10-14
12789,22,Product_22,Clothing,111.98,5,2023-04-15
12790,43,Product_43,Clothing,152.1,1,2023-08-18
12791,69,Product_69,Books,123.52,2,2023-04-18
12792,3,Product_3,Books,18.94,1,2023-07-04
12793,20,Product_20,Electronics,174.28,2,2023-02-02
12794,34,Product_34,Books,164.9,3,2023-04-20
12795,45,Product_45,Electronics,152.19,2,2023-05-01
12796,43,Product_43,Electronics,152.1,4,2023-08-19
12797,21,Product_21,Electronics,128.78,2,2023-02-05
12798,30,Product_30,Electronics,114.16,2,2023-10-17
12799,92,Product_92,Books,14.71,3,2023-08-18
12800,25,Product_25,Electronics,86.96,1,2023-02-14
12801,65,Product_65,Books,80.4,3,2023-03-27
12802,33,Product_33,Books,172.9,3,2023-08-19
12803,12,Product_12,Books,191.02,1,2023-11-27
12804,23,Product_23,Electronics,140.0,2,2023-05-14
12805,94,Product_94,Electronics,107.49,3,2023-08-18
12806,81,Product_81,Books,167.31,5,2023-09-17
12807,54,Product_54,Clothing,111.57,3,2023-03-27
12808,46,Product_46,Clothing,155.67,4,2023-07-19
12809,53,Product_53,Books,105.74,2,2023-08-04
12810,25,Product_25,Books,86.96,3,2023-08-02
12811,66,Product_66,Books,141.58,1,2023-04-29
12812,57,Product_57,Clothing,105.09,2,2023-06-01
12813,25,Product_25,Clothing,86.96,1,2023-06-09
12814,85,Product_85,Books,23.27,1,2023-03-10
12815,13,Product_13,Books,109.75,5,2023-04-28
12816,26,Product_26,Electronics,153.17,5,2023-09-24
12817,56,Product_56,Books,74.58,2,2023-12-03
12818,64,Product_64,Books,65.07,3,2023-09-16
12819,10,Product_10,Electronics,118.14,1,2023-04-26
12820,70,Product_70,Electronics,154.44,2,2023-01-11
12821,70,Product_70,Books,154.44,1,2023-11-02
12822,5,Product_5,Electronics,100.62,2,2023-01-09
12823,24,Product_24,Electronics,68.46,1,2023-01-03
12824,41,Product_41,Electronics,71.03,1,2023-09-07
12825,80,Product_80,Electronics,186.9,3,2023-10-09
12826,91,Product_91,Books,173.17,5,2023-04-16
12827,3,Product_3,Electronics,18.94,3,2023-01-06
12828,83,Product_83,Books,173.14,2,2023-09-22
12829,83,Product_83,Electronics,173.14,2,2023-12-24
12830,60,Product_60,Books,166.33,3,2023-04-30
12831,96,Product_96,Electronics,161.36,4,2023-02-11
12832,75,Product_75,Books,43.86,1,2023-08-17
12833,71,Product_71,Books,96.9,1,2023-06-03
12834,6,Product_6,Books,22.56,5,2023-01-16
12835,50,Product_50,Electronics,27.82,3,2023-06-12
12836,17,Product_17,Books,57.27,4,2023-08-01
12837,48,Product_48,Books,126.16,1,2023-10-06
12838,34,Product_34,Electronics,164.9,1,2023-04-08
12839,5,Product_5,Clothing,100.62,4,2023-02-17
12840,9,Product_9,Clothing,69.34,4,2023-03-03
12841,94,Product_94,Clothing,107.49,1,2023-12-27
12842,4,Product_4,Electronics,33.43,1,2023-08-28
12843,44,Product_44,Books,80.09,3,2023-10-22
12844,76,Product_76,Electronics,61.21,2,2023-10-19
12845,96,Product_96,Electronics,161.36,1,2023-06-14
12846,31,Product_31,Clothing,159.67,5,2023-05-21
12847,43,Product_43,Books,152.1,3,2023-05-06
12848,14,Product_14,Books,89.74,4,2023-06-15
12849,43,Product_43,Clothing,152.1,5,2023-12-28
12850,1,Product_1,Clothing,133.16,3,2023-01-04
12851,70,Product_70,Electronics,154.44,5,2023-06-23
12852,58,Product_58,Books,101.32,2,2023-07-13
12853,75,Product_75,Electronics,43.86,4,2023-09-20
12854,27,Product_27,Books,95.43,2,2023-06-06
12855,15,Product_15,Clothing,113.64,4,2023-03-29
12856,78,Product_78,Books,169.45,4,2023-07-18
12857,5,Product_5,Books,100.62,1,2023-07-07
12858,6,Product_6,Electronics,22.56,1,2023-10-24
12859,53,Product_53,Clothing,105.74,5,2023-04-17
12860,34,Product_34,Clothing,164.9,5,2023-10-30
12861,95,Product_95,Clothing,27.57,4,2023-11-28
12862,86,Product_86,Electronics,19.85,5,2023-02-24
12863,69,Product_69,Clothing,123.52,2,2023-04-17
12864,94,Product_94,Electronics,107.49,2,2023-07-18
12865,96,Product_96,Clothing,161.36,2,2023-04-22
12866,86,Product_86,Clothing,19.85,3,2023-07-14
12867,26,Product_26,Electronics,153.17,5,2023-10-16
12868,1,Product_1,Clothing,133.16,2,2023-08-01
12869,19,Product_19,Electronics,82.7,5,2023-12-14
12870,65,Product_65,Clothing,80.4,3,2023-11-18
12871,35,Product_35,Books,95.74,1,2023-08-28
12872,61,Product_61,Clothing,167.99,3,2023-01-27
12873,18,Product_18,Clothing,36.16,1,2023-12-02
12874,36,Product_36,Electronics,57.95,3,2023-02-25
12875,13,Product_13,Clothing,109.75,1,2023-03-26
12876,76,Product_76,Clothing,61.21,3,2023-08-09
12877,16,Product_16,Clothing,22.87,1,2023-07-11
12878,4,Product_4,Electronics,33.43,5,2023-04-04
12879,30,Product_30,Electronics,114.16,1,2023-02-14
12880,36,Product_36,Books,57.95,4,2023-02-28
12881,38,Product_38,Books,171.06,3,2023-09-13
12882,89,Product_89,Clothing,168.99,1,2023-12-11
12883,15,Product_15,Books,113.64,3,2023-07-30
12884,40,Product_40,Clothing,27.06,5,2023-07-25
12885,55,Product_55,Clothing,51.32,3,2023-03-07
12886,27,Product_27,Books,95.43,3,2023-10-20
12887,32,Product_32,Clothing,199.99,5,2023-08-25
12888,95,Product_95,Books,27.57,3,2023-07-08
12889,86,Product_86,Books,19.85,1,2023-07-21
12890,19,Product_19,Electronics,82.7,1,2023-03-19
12891,21,Product_21,Books,128.78,3,2023-01-10
12892,2,Product_2,Electronics,131.92,3,2023-01-28
12893,65,Product_65,Books,80.4,2,2023-07-05
12894,86,Product_86,Electronics,19.85,3,2023-11-12
12895,20,Product_20,Electronics,174.28,5,2023-09-10
12896,73,Product_73,Clothing,94.31,1,2023-11-04
12897,43,Product_43,Electronics,152.1,2,2023-08-04
12898,21,Product_21,Clothing,128.78,3,2023-06-30
12899,32,Product_32,Clothing,199.99,5,2023-06-27
12900,41,Product_41,Clothing,71.03,2,2023-07-15
12901,77,Product_77,Clothing,14.2,2,2023-03-04
12902,70,Product_70,Electronics,154.44,2,2023-08-07
12903,24,Product_24,Books,68.46,3,2023-03-17
12904,17,Product_17,Electronics,57.27,3,2023-02-18
12905,33,Product_33,Electronics,172.9,1,2023-11-30
12906,32,Product_32,Electronics,199.99,4,2023-05-19
12907,34,Product_34,Clothing,164.9,1,2023-11-05
12908,52,Product_52,Electronics,188.63,4,2023-07-26
12909,48,Product_48,Books,126.16,3,2023-10-28
12910,35,Product_35,Books,95.74,3,2023-02-26
12911,68,Product_68,Books,192.02,2,2023-06-22
12912,18,Product_18,Clothing,36.16,5,2023-10-14
12913,33,Product_33,Books,172.9,5,2023-09-27
12914,10,Product_10,Books,118.14,2,2023-03-09
12915,41,Product_41,Books,71.03,1,2023-05-02
12916,6,Product_6,Books,22.56,2,2023-04-15
12917,89,Product_89,Electronics,168.99,1,2023-01-25
12918,33,Product_33,Electronics,172.9,4,2023-08-20
12919,70,Product_70,Clothing,154.44,1,2023-07-24
12920,53,Product_53,Books,105.74,3,2023-04-17
12921,76,Product_76,Clothing,61.21,2,2023-08-21
12922,84,Product_84,Books,92.25,2,2023-05-21
12923,91,Product_91,Electronics,173.17,4,2023-12-26
12924,34,Product_34,Books,164.9,2,2023-08-06
12925,10,Product_10,Clothing,118.14,1,2023-08-11
12926,74,Product_74,Electronics,61.87,5,2023-07-16
12927,94,Product_94,Clothing,107.49,5,2023-07-05
12928,40,Product_40,Electronics,27.06,5,2023-07-09
12929,88,Product_88,Books,198.41,3,2023-11-20
12930,88,Product_88,Clothing,198.41,1,2023-06-07
12931,32,Product_32,Clothing,199.99,3,2023-05-24
12932,1,Product_1,Clothing,133.16,3,2023-10-21
12933,70,Product_70,Electronics,154.44,1,2023-10-27
12934,41,Product_41,Electronics,71.03,4,2023-11-18
12935,77,Product_77,Electronics,14.2,5,2023-09-03
12936,99,Product_99,Electronics,194.6,5,2023-03-26
12937,13,Product_13,Books,109.75,1,2023-07-29
12938,80,Product_80,Books,186.9,4,2023-07-29
12939,81,Product_81,Electronics,167.31,1,2023-07-13
12940,100,Product_100,Electronics,99.35,5,2023-10-19
12941,24,Product_24,Books,68.46,4,2023-09-26
12942,8,Product_8,Clothing,175.71,5,2023-03-26
12943,13,Product_13,Books,109.75,3,2023-04-05
12944,51,Product_51,Clothing,144.55,4,2023-10-23
12945,91,Product_91,Clothing,173.17,1,2023-11-26
12946,10,Product_10,Books,118.14,3,2023-07-20
12947,10,Product_10,Books,118.14,2,2023-06-23
12948,85,Product_85,Clothing,23.27,5,2023-03-07
12949,77,Product_77,Books,14.2,1,2023-06-21
12950,61,Product_61,Clothing,167.99,2,2023-04-10
12951,90,Product_90,Electronics,72.59,3,2023-01-16
12952,57,Product_57,Electronics,105.09,1,2023-03-02
12953,65,Product_65,Books,80.4,4,2023-06-09
12954,99,Product_99,Clothing,194.6,2,2023-02-10
12955,21,Product_21,Electronics,128.78,3,2023-08-24
12956,69,Product_69,Clothing,123.52,4,2023-03-08
12957,11,Product_11,Books,161.98,2,2023-09-15
12958,27,Product_27,Books,95.43,1,2023-03-25
12959,89,Product_89,Electronics,168.99,1,2023-09-05
12960,45,Product_45,Clothing,152.19,3,2023-01-19
12961,100,Product_100,Electronics,99.35,4,2023-04-12
12962,88,Product_88,Electronics,198.41,4,2023-03-29
12963,100,Product_100,Electronics,99.35,4,2023-08-25
12964,17,Product_17,Books,57.27,4,2023-07-08
12965,29,Product_29,Electronics,129.3,1,2023-11-15
12966,21,Product_21,Clothing,128.78,1,2023-03-08
12967,7,Product_7,Electronics,128.56,5,2023-05-11
12968,10,Product_10,Clothing,118.14,2,2023-06-17
12969,93,Product_93,Clothing,41.3,2,2023-04-16
12970,5,Product_5,Books,100.62,4,2023-10-06
12971,37,Product_37,Books,58.61,3,2023-07-07
12972,20,Product_20,Clothing,174.28,3,2023-06-28
12973,79,Product_79,Electronics,60.78,3,2023-09-24
12974,1,Product_1,Books,133.16,4,2023-06-05
12975,14,Product_14,Electronics,89.74,1,2023-08-24
12976,48,Product_48,Books,126.16,5,2023-01-19
12977,39,Product_39,Books,101.89,5,2023-02-02
12978,97,Product_97,Clothing,88.37,2,2023-01-02
12979,84,Product_84,Electronics,92.25,5,2023-01-15
12980,33,Product_33,Clothing,172.9,2,2023-09-18
12981,99,Product_99,Electronics,194.6,4,2023-10-19
12982,74,Product_74,Electronics,61.87,5,2023-04-21
12983,92,Product_92,Clothing,14.71,3,2023-09-15
12984,90,Product_90,Clothing,72.59,5,2023-08-19
12985,8,Product_8,Electronics,175.71,2,2023-04-14
12986,46,Product_46,Electronics,155.67,1,2023-01-07
12987,61,Product_61,Clothing,167.99,1,2023-11-28
12988,64,Product_64,Books,65.07,4,2023-02-12
12989,54,Product_54,Clothing,111.57,1,2023-01-04
12990,41,Product_41,Books,71.03,3,2023-09-17
12991,78,Product_78,Electronics,169.45,2,2023-02-21
12992,74,Product_74,Electronics,61.87,5,2023-08-03
12993,4,Product_4,Books,33.43,1,2023-04-27
12994,60,Product_60,Books,166.33,5,2023-07-11
12995,1,Product_1,Books,133.16,4,2023-03-29
12996,97,Product_97,Books,88.37,5,2023-01-24
12997,54,Product_54,Electronics,111.57,3,2023-08-14
12998,3,Product_3,Clothing,18.94,2,2023-09-25
12999,97,Product_97,Clothing,88.37,2,2023-11-30
13000,70,Product_70,Electronics,154.44,2,2023-11-15
13001,20,Product_20,Clothing,174.28,4,2023-05-07
13002,97,Product_97,Clothing,88.37,5,2023-08-07
13003,12,Product_12,Clothing,191.02,2,2023-03-16
13004,21,Product_21,Electronics,128.78,5,2023-02-03
13005,9,Product_9,Electronics,69.34,5,2023-09-15
13006,17,Product_17,Clothing,57.27,5,2023-09-24
13007,22,Product_22,Clothing,111.98,4,2023-07-03
13008,62,Product_62,Books,69.21,4,2023-07-17
13009,25,Product_25,Clothing,86.96,3,2023-08-27
13010,99,Product_99,Books,194.6,4,2023-03-12
13011,64,Product_64,Clothing,65.07,4,2023-07-19
13012,6,Product_6,Books,22.56,3,2023-03-11
13013,92,Product_92,Electronics,14.71,1,2023-06-05
13014,72,Product_72,Electronics,44.36,4,2023-05-11
13015,78,Product_78,Electronics,169.45,2,2023-05-28
13016,84,Product_84,Clothing,92.25,3,2023-11-02
13017,77,Product_77,Clothing,14.2,3,2023-12-10
13018,27,Product_27,Electronics,95.43,5,2023-05-01
13019,83,Product_83,Electronics,173.14,1,2023-04-11
13020,70,Product_70,Clothing,154.44,2,2023-08-29
13021,3,Product_3,Books,18.94,1,2023-09-07
13022,45,Product_45,Electronics,152.19,5,2023-04-06
13023,11,Product_11,Clothing,161.98,5,2023-05-19
13024,40,Product_40,Books,27.06,2,2023-03-01
13025,42,Product_42,Clothing,165.04,1,2023-01-25
13026,58,Product_58,Clothing,101.32,4,2023-02-17
13027,74,Product_74,Books,61.87,4,2023-12-21
13028,21,Product_21,Books,128.78,4,2023-06-29
13029,46,Product_46,Clothing,155.67,2,2023-04-14
13030,4,Product_4,Clothing,33.43,3,2023-08-07
13031,37,Product_37,Clothing,58.61,1,2023-06-24
13032,99,Product_99,Electronics,194.6,4,2023-10-28
13033,87,Product_87,Electronics,11.19,5,2023-12-26
13034,2,Product_2,Electronics,131.92,1,2023-08-16
13035,36,Product_36,Books,57.95,5,2023-11-11
13036,95,Product_95,Books,27.57,4,2023-07-21
13037,59,Product_59,Books,110.14,4,2023-12-12
13038,44,Product_44,Books,80.09,1,2023-08-19
13039,25,Product_25,Electronics,86.96,4,2023-06-25
13040,92,Product_92,Books,14.71,3,2023-09-19
13041,32,Product_32,Books,199.99,4,2023-05-15
13042,57,Product_57,Books,105.09,4,2023-12-08
13043,25,Product_25,Electronics,86.96,2,2023-04-30
13044,75,Product_75,Clothing,43.86,5,2023-10-15
13045,63,Product_63,Clothing,168.5,2,2023-07-15
13046,96,Product_96,Clothing,161.36,4,2023-07-11
13047,83,Product_83,Books,173.14,1,2023-03-18
13048,52,Product_52,Clothing,188.63,2,2023-08-18
13049,95,Product_95,Electronics,27.57,2,2023-01-30
13050,22,Product_22,Clothing,111.98,1,2023-04-26
13051,7,Product_7,Clothing,128.56,2,2023-07-08
13052,81,Product_81,Books,167.31,1,2023-09-10
13053,32,Product_32,Books,199.99,2,2023-10-03
13054,2,Product_2,Clothing,131.92,5,2023-06-30
13055,42,Product_42,Clothing,165.04,1,2023-07-10
13056,67,Product_67,Electronics,125.29,5,2023-12-13
13057,72,Product_72,Electronics,44.36,4,2023-04-19
13058,50,Product_50,Books,27.82,2,2023-01-11
13059,84,Product_84,Books,92.25,2,2023-10-25
13060,15,Product_15,Electronics,113.64,5,2023-01-19
13061,18,Product_18,Clothing,36.16,2,2023-04-30
13062,74,Product_74,Books,61.87,4,2023-04-27
13063,89,Product_89,Books,168.99,3,2023-05-16
13064,5,Product_5,Clothing,100.62,5,2023-11-09
13065,21,Product_21,Electronics,128.78,3,2023-04-13
13066,8,Product_8,Books,175.71,5,2023-10-23
13067,58,Product_58,Electronics,101.32,3,2023-09-06
13068,19,Product_19,Clothing,82.7,2,2023-04-03
13069,89,Product_89,Electronics,168.99,5,2023-02-05
13070,36,Product_36,Electronics,57.95,5,2023-07-22
13071,34,Product_34,Clothing,164.9,2,2023-09-03
13072,25,Product_25,Electronics,86.96,5,2023-04-24
13073,42,Product_42,Clothing,165.04,3,2023-12-29
13074,31,Product_31,Electronics,159.67,1,2023-03-07
13075,71,Product_71,Clothing,96.9,5,2023-10-06
13076,3,Product_3,Books,18.94,5,2023-10-20
13077,55,Product_55,Clothing,51.32,3,2023-03-08
13078,9,Product_9,Books,69.34,2,2023-05-15
13079,56,Product_56,Clothing,74.58,5,2023-04-14
13080,53,Product_53,Electronics,105.74,5,2023-01-04
13081,14,Product_14,Books,89.74,1,2023-06-23
13082,72,Product_72,Books,44.36,5,2023-04-13
13083,11,Product_11,Electronics,161.98,3,2023-06-19
13084,68,Product_68,Books,192.02,1,2023-06-16
13085,60,Product_60,Clothing,166.33,2,2023-09-06
13086,19,Product_19,Electronics,82.7,4,2023-11-08
13087,95,Product_95,Electronics,27.57,4,2023-12-01
13088,66,Product_66,Books,141.58,3,2023-10-08
13089,23,Product_23,Electronics,140.0,3,2023-06-19
13090,4,Product_4,Books,33.43,3,2023-09-11
13091,6,Product_6,Clothing,22.56,2,2023-06-25
13092,19,Product_19,Electronics,82.7,5,2023-09-24
13093,11,Product_11,Books,161.98,5,2023-07-10
13094,94,Product_94,Books,107.49,1,2023-10-14
13095,62,Product_62,Books,69.21,1,2023-06-10
13096,4,Product_4,Electronics,33.43,1,2023-03-26
13097,42,Product_42,Clothing,165.04,2,2023-12-23
13098,22,Product_22,Clothing,111.98,2,2023-03-24
13099,66,Product_66,Books,141.58,2,2023-09-25
13100,88,Product_88,Books,198.41,5,2023-07-18
13101,13,Product_13,Books,109.75,3,2023-04-05
13102,64,Product_64,Electronics,65.07,4,2023-02-14
13103,17,Product_17,Books,57.27,2,2023-03-26
13104,23,Product_23,Clothing,140.0,4,2023-12-26
13105,30,Product_30,Electronics,114.16,3,2023-01-08
13106,92,Product_92,Electronics,14.71,2,2023-07-06
13107,86,Product_86,Clothing,19.85,5,2023-09-22
13108,42,Product_42,Electronics,165.04,5,2023-05-09
13109,24,Product_24,Electronics,68.46,4,2023-09-04
13110,44,Product_44,Books,80.09,5,2023-02-28
13111,38,Product_38,Clothing,171.06,4,2023-11-25
13112,60,Product_60,Clothing,166.33,4,2023-04-27
13113,29,Product_29,Electronics,129.3,1,2023-08-24
13114,68,Product_68,Books,192.02,1,2023-10-01
13115,71,Product_71,Clothing,96.9,2,2023-05-14
13116,61,Product_61,Electronics,167.99,5,2023-02-24
13117,7,Product_7,Clothing,128.56,5,2023-12-22
13118,69,Product_69,Books,123.52,2,2023-12-30
13119,26,Product_26,Books,153.17,1,2023-08-01
13120,78,Product_78,Electronics,169.45,3,2023-07-14
13121,13,Product_13,Books,109.75,3,2023-06-09
13122,96,Product_96,Clothing,161.36,3,2023-03-05
13123,18,Product_18,Electronics,36.16,3,2023-09-12
13124,61,Product_61,Books,167.99,5,2023-05-09
13125,81,Product_81,Electronics,167.31,2,2023-03-02
13126,16,Product_16,Books,22.87,3,2023-03-07
13127,90,Product_90,Books,72.59,4,2023-07-07
13128,40,Product_40,Books,27.06,1,2023-12-30
13129,18,Product_18,Electronics,36.16,3,2023-08-27
13130,81,Product_81,Books,167.31,1,2023-07-01
13131,25,Product_25,Books,86.96,4,2023-12-30
13132,56,Product_56,Clothing,74.58,1,2023-08-20
13133,65,Product_65,Clothing,80.4,1,2023-07-18
13134,44,Product_44,Electronics,80.09,3,2023-12-23
13135,16,Product_16,Clothing,22.87,2,2023-04-20
13136,53,Product_53,Books,105.74,5,2023-08-20
13137,21,Product_21,Clothing,128.78,2,2023-01-22
13138,36,Product_36,Books,57.95,2,2023-07-21
13139,96,Product_96,Books,161.36,4,2023-03-30
13140,72,Product_72,Books,44.36,3,2023-12-28
13141,13,Product_13,Books,109.75,2,2023-10-06
13142,35,Product_35,Books,95.74,4,2023-01-02
13143,12,Product_12,Electronics,191.02,3,2023-06-25
13144,23,Product_23,Clothing,140.0,1,2023-04-08
13145,61,Product_61,Electronics,167.99,1,2023-11-13
13146,4,Product_4,Books,33.43,4,2023-03-24
13147,37,Product_37,Electronics,58.61,3,2023-06-16
13148,89,Product_89,Electronics,168.99,4,2023-09-01
13149,69,Product_69,Clothing,123.52,1,2023-10-08
13150,77,Product_77,Electronics,14.2,1,2023-10-18
13151,97,Product_97,Electronics,88.37,5,2023-04-02
13152,86,Product_86,Electronics,19.85,2,2023-11-25
13153,41,Product_41,Clothing,71.03,4,2023-12-09
13154,22,Product_22,Electronics,111.98,2,2023-01-25
13155,2,Product_2,Books,131.92,1,2023-11-11
13156,40,Product_40,Clothing,27.06,4,2023-07-01
13157,83,Product_83,Books,173.14,3,2023-03-01
13158,68,Product_68,Electronics,192.02,4,2023-04-20
13159,89,Product_89,Clothing,168.99,3,2023-10-26
13160,57,Product_57,Books,105.09,3,2023-12-04
13161,62,Product_62,Books,69.21,3,2023-08-02
13162,39,Product_39,Clothing,101.89,2,2023-01-27
13163,40,Product_40,Clothing,27.06,4,2023-02-02
13164,85,Product_85,Electronics,23.27,1,2023-10-24
13165,98,Product_98,Books,130.4,1,2023-02-01
13166,45,Product_45,Electronics,152.19,5,2023-02-06
13167,30,Product_30,Clothing,114.16,3,2023-04-24
13168,59,Product_59,Books,110.14,4,2023-08-26
13169,53,Product_53,Electronics,105.74,3,2023-03-09
13170,32,Product_32,Electronics,199.99,3,2023-12-07
13171,37,Product_37,Books,58.61,3,2023-03-03
13172,97,Product_97,Electronics,88.37,1,2023-04-14
13173,72,Product_72,Electronics,44.36,4,2023-06-21
13174,53,Product_53,Books,105.74,4,2023-11-30
13175,25,Product_25,Books,86.96,3,2023-07-27
13176,22,Product_22,Clothing,111.98,2,2023-05-30
13177,31,Product_31,Clothing,159.67,1,2023-01-03
13178,78,Product_78,Electronics,169.45,2,2023-12-06
13179,68,Product_68,Clothing,192.02,4,2023-01-06
13180,100,Product_100,Clothing,99.35,5,2023-10-12
13181,48,Product_48,Electronics,126.16,2,2023-05-20
13182,90,Product_90,Books,72.59,2,2023-10-06
13183,92,Product_92,Books,14.71,5,2023-05-01
13184,53,Product_53,Electronics,105.74,2,2023-03-26
13185,27,Product_27,Books,95.43,1,2023-02-24
13186,2,Product_2,Books,131.92,1,2023-10-07
13187,80,Product_80,Electronics,186.9,2,2023-11-19
13188,59,Product_59,Books,110.14,5,2023-02-20
13189,70,Product_70,Clothing,154.44,2,2023-12-22
13190,96,Product_96,Books,161.36,1,2023-12-19
13191,92,Product_92,Books,14.71,3,2023-01-09
13192,1,Product_1,Books,133.16,2,2023-02-08
13193,100,Product_100,Electronics,99.35,3,2023-04-18
13194,67,Product_67,Clothing,125.29,2,2023-04-24
13195,16,Product_16,Books,22.87,5,2023-09-16
13196,12,Product_12,Electronics,191.02,5,2023-10-31
13197,18,Product_18,Books,36.16,2,2023-03-06
13198,92,Product_92,Books,14.71,2,2023-08-24
13199,30,Product_30,Clothing,114.16,2,2023-09-17
13200,82,Product_82,Clothing,131.3,5,2023-11-09
13201,70,Product_70,Books,154.44,2,2023-07-28
13202,47,Product_47,Electronics,54.8,5,2023-10-05
13203,82,Product_82,Books,131.3,3,2023-11-18
13204,3,Product_3,Clothing,18.94,5,2023-06-05
13205,80,Product_80,Clothing,186.9,1,2023-07-12
13206,20,Product_20,Electronics,174.28,2,2023-04-13
13207,57,Product_57,Electronics,105.09,2,2023-04-09
13208,83,Product_83,Electronics,173.14,5,2023-10-13
13209,13,Product_13,Books,109.75,3,2023-10-31
13210,13,Product_13,Books,109.75,2,2023-03-20
13211,27,Product_27,Books,95.43,3,2023-08-24
13212,82,Product_82,Books,131.3,4,2023-02-05
13213,45,Product_45,Electronics,152.19,3,2023-04-13
13214,13,Product_13,Electronics,109.75,4,2023-04-04
13215,63,Product_63,Electronics,168.5,3,2023-12-07
13216,93,Product_93,Electronics,41.3,1,2023-12-25
13217,22,Product_22,Clothing,111.98,3,2023-06-27
13218,87,Product_87,Books,11.19,4,2023-11-13
13219,69,Product_69,Electronics,123.52,4,2023-09-21
13220,20,Product_20,Clothing,174.28,2,2023-05-17
13221,51,Product_51,Electronics,144.55,3,2023-04-06
13222,97,Product_97,Books,88.37,2,2023-01-13
13223,33,Product_33,Clothing,172.9,5,2023-09-02
13224,72,Product_72,Electronics,44.36,1,2023-09-21
13225,89,Product_89,Electronics,168.99,3,2023-07-08
13226,45,Product_45,Electronics,152.19,5,2023-03-30
13227,10,Product_10,Electronics,118.14,4,2023-03-21
13228,40,Product_40,Clothing,27.06,4,2023-06-30
13229,6,Product_6,Books,22.56,3,2023-09-15
13230,19,Product_19,Clothing,82.7,3,2023-10-29
13231,4,Product_4,Clothing,33.43,2,2023-02-17
13232,92,Product_92,Clothing,14.71,2,2023-07-13
13233,100,Product_100,Books,99.35,3,2023-05-12
13234,32,Product_32,Books,199.99,5,2023-09-01
13235,29,Product_29,Electronics,129.3,1,2024-01-01
13236,8,Product_8,Books,175.71,3,2023-06-20
13237,33,Product_33,Books,172.9,4,2023-09-30
13238,17,Product_17,Electronics,57.27,5,2023-10-06
13239,82,Product_82,Electronics,131.3,2,2023-12-10
13240,100,Product_100,Electronics,99.35,5,2023-01-10
13241,34,Product_34,Books,164.9,3,2023-04-12
13242,51,Product_51,Electronics,144.55,1,2023-03-05
13243,13,Product_13,Books,109.75,4,2023-10-03
13244,29,Product_29,Clothing,129.3,3,2023-01-17
13245,22,Product_22,Electronics,111.98,4,2023-11-23
13246,36,Product_36,Clothing,57.95,3,2023-02-22
13247,20,Product_20,Clothing,174.28,1,2023-10-11
13248,34,Product_34,Clothing,164.9,1,2023-06-21
13249,94,Product_94,Electronics,107.49,4,2023-02-10
13250,11,Product_11,Electronics,161.98,2,2023-03-26
13251,17,Product_17,Clothing,57.27,4,2023-01-06
13252,87,Product_87,Electronics,11.19,1,2023-08-12
13253,20,Product_20,Books,174.28,3,2023-01-18
13254,77,Product_77,Books,14.2,2,2023-11-12
13255,90,Product_90,Books,72.59,3,2023-09-18
13256,31,Product_31,Clothing,159.67,5,2023-03-01
13257,53,Product_53,Books,105.74,4,2023-02-15
13258,60,Product_60,Electronics,166.33,4,2023-10-29
13259,61,Product_61,Clothing,167.99,1,2023-01-08
13260,5,Product_5,Clothing,100.62,1,2023-04-17
13261,98,Product_98,Books,130.4,1,2023-01-24
13262,64,Product_64,Clothing,65.07,1,2023-10-29
13263,81,Product_81,Electronics,167.31,4,2023-11-09
13264,19,Product_19,Electronics,82.7,5,2023-11-08
13265,72,Product_72,Books,44.36,2,2023-11-23
13266,93,Product_93,Clothing,41.3,4,2023-05-01
13267,64,Product_64,Electronics,65.07,1,2023-09-18
13268,94,Product_94,Books,107.49,4,2023-03-21
13269,80,Product_80,Clothing,186.9,2,2023-08-25
13270,48,Product_48,Clothing,126.16,5,2023-08-03
13271,46,Product_46,Clothing,155.67,3,2023-01-31
13272,46,Product_46,Electronics,155.67,1,2023-04-08
13273,26,Product_26,Electronics,153.17,1,2023-08-11
13274,11,Product_11,Electronics,161.98,4,2023-08-23
13275,64,Product_64,Books,65.07,5,2023-01-25
13276,45,Product_45,Books,152.19,5,2023-09-16
13277,80,Product_80,Electronics,186.9,3,2023-06-13
13278,49,Product_49,Books,87.42,2,2023-06-27
13279,100,Product_100,Clothing,99.35,4,2023-06-22
13280,80,Product_80,Electronics,186.9,2,2023-07-28
13281,57,Product_57,Electronics,105.09,5,2023-10-02
13282,62,Product_62,Books,69.21,2,2023-07-16
13283,42,Product_42,Electronics,165.04,3,2023-04-13
13284,55,Product_55,Clothing,51.32,2,2023-08-20
13285,86,Product_86,Books,19.85,4,2023-11-16
13286,69,Product_69,Electronics,123.52,1,2023-06-18
